Customer_ID  Employee_ID  Street_ID   Order_Date Delivery_Date  Order_ID     Order_Type  Product_ID    Quantity  Total_Retail_Price  CostPrice_Per_Unit  Discount  Shipping  Profit
17           121071       9260123306  21DEC2006  21DEC2006      1234360543   1           230100100033  2         $110.20             $25.40              .         $12.95    59.40
12           121069       9260103713  23DEC2006  23DEC2006      1234373539   1           230100100013  2         $226.20             $58.90              .         $22.62    108.40
111          120123       1600102072  30DEC2006  30DEC2006      1234414529   1           240100100654  2         $90.40              $18.15              .         $12.95    54.10
111          120123       1600102072  30DEC2006  30DEC2006      1234414529   1           240100400136  2         $181.80             $45.40              .         $17.95    91.00
17           121109       9260123306  30DEC2006  30DEC2006      1234419240   1           240700100013  5         $119.95             $9.75               .         $12.95    71.20
195          120150       1600101663  03JAN2007  03JAN2007      1234437760   1           230100600028  2         $193.40             $48.45              .         $17.95    96.50
36           99999999     9260128237  12JAN2007  15JAN2007      1234534069   3           240800100026  4         $525.20             $58.55              .         $52.52    291.00
183          120121       1600100760  13JAN2007  13JAN2007      1234537441   1           240100200001  1         $16.00              $6.35               .         $6.95     9.65
16           99999999     3940105865  13JAN2007  15JAN2007      1234538390   2           220200300015  1         $115.00             $52.40              .         $12.95    62.60
16           99999999     3940105865  18JAN2007  20JAN2007      1234588648   2           230100500101  1         $138.70             $62.50              .         $15.95    76.20
16           99999999     3940105865  18JAN2007  20JAN2007      1234588648   2           230100600024  1         $76.10              $38.15              .         $10.95    37.95
16           99999999     3940105865  25JAN2007  27JAN2007      1234659163   2           230100700008  1         $504.20             $245.80             .         $50.42    258.40
63           99999999     9260125492  25JAN2007  26JAN2007      1234665265   2           240100100063  2         $48.40              $9.75               .         $8.95     28.90
171          99999999     1600101555  30JAN2007  03FEB2007      1234709803   3           220100100304  2         $122.60             $30.75              .         $15.95    61.10
183          120179       1600100760  01FEB2007  01FEB2007      1234727966   1           240700400004  1         $13.20              $5.95               .         $6.95     7.25
70221        99999999     2600100019  17FEB2007  19FEB2007      1234891576   3           240200100226  1         $183.90             $86.65              .         $17.95    97.25
18           121021       9260112361  17FEB2007  17FEB2007      1234897732   1           240100100672  1         $197.90             $84.90              .         $17.95    113.00
24           99999999     9260115784  23FEB2007  28FEB2007      1234958242   2           230100500016  1         $11.90              $5.40               .         $6.95     6.50
16           99999999     3940105865  25FEB2007  27FEB2007      1234972570   2           230100200048  1         $68.70              $34.45              .         $10.95    34.25
11171        99999999     2600100032  16MAR2007  18MAR2007      1235176942   3           240200100021  1         $2.70               $1.20               .         $6.95     1.50
11171        99999999     2600100032  16MAR2007  18MAR2007      1235176942   3           240200100246  1         $16.20              $7.90               .         $6.95     8.30
215          120160       1600102721  22MAR2007  22MAR2007      1235236723   1           240400200094  1         $254.20             $115.60             .         $25.42    138.60
89           121043       9260116551  25MAR2007  25MAR2007      1235275513   1           220100100241  1         $29.70              $14.95              .         $6.95     14.75
111          120122       1600102072  29MAR2007  29MAR2007      1235306679   1           240100200014  1         $55.40              $22.80              .         $8.95     32.60
63           121109       9260125492  05APR2007  05APR2007      1235384426   1           240700100012  1         $21.99              $9.10               .         $6.95     12.89
16           99999999     3940105865  26APR2007  28APR2007      1235591214   2           240400200022  1         $93.40              $38.95              .         $12.95    54.45
16           99999999     3940105865  26APR2007  28APR2007      1235591214   2           240400200036  1         $55.50              $25.10              .         $8.95     30.40
16           99999999     3940105865  28APR2007  30APR2007      1235611754   2           240400300033  2         $71.40              $14.35              .         $10.95    42.70
16           99999999     3940105865  28APR2007  30APR2007      1235611754   2           240400300035  2         $38.20              $7.70               .         $8.95     22.80
16           99999999     3940105865  11MAY2007  13MAY2007      1235744141   2           230100500081  2         $146.00             $30.35              .         $15.95    85.30
16           99999999     3940105865  11MAY2007  13MAY2007      1235744141   2           230100700009  3         $1,687.50           $287.10             .         $168.75   826.20
24           99999999     9260115784  19MAY2007  25MAY2007      1235830338   2           220200100202  1         $92.00              $46.10              .         $12.95    45.90
24           99999999     9260115784  19MAY2007  25MAY2007      1235830338   2           220200200073  1         $145.90             $66.35              .         $15.95    79.55
171          120127       1600101555  22MAY2007  22MAY2007      1235856852   1           220100100019  1         $27.70              $13.95              .         $6.95     13.75
171          120127       1600101555  22MAY2007  22MAY2007      1235856852   1           220101400152  1         $13.10              $5.90               .         $6.95     7.20
36           99999999     9260128237  24MAY2007  27MAY2007      1235881915   3           240700400004  2         $26.40              $5.95               .         $6.95     14.50
49           121040       9260104510  27MAY2007  27MAY2007      1235913793   1           220101200025  1         $26.70              $11.60              .         $6.95     15.10
79           99999999     9260101874  28MAY2007  04JUN2007      1235926178   3           210200200022  2         $36.00              $7.05               .         $8.95     21.90
12386        99999999     4750100001  01JUN2007  02JUN2007      1235963427   2           220100700024  3         $313.80             $49.80              .         $31.38    164.40
12386        99999999     4750100001  01JUN2007  02JUN2007      1235963427   2           220100900029  1         $31.40              $12.55              .         $8.95     18.85
183          120127       1600100760  07JUN2007  07JUN2007      1236017640   1           220101400092  1         $57.70              $25.70              .         $8.95     32.00
9            99999999     3940106659  08JUN2007  13JUN2007      1236028541   3           230100500056  2         $16.00              $3.50               .         $6.95     9.00
10           121136       9260129395  10JUN2007  10JUN2007      1236055696   1           240800100041  1         $292.50             $121.75             .         $29.25    170.75
908          99999999     9050100023  11JUN2007  15JUN2007      1236066649   2           230100300010  1         $46.70              $18.75              .         $8.95     27.95
36           99999999     9260128237  16JUN2007  19JUN2007      1236113431   3           230100200066  2         $25.80              $5.45               .         $6.95     14.90
26148        99999999     2600100010  18JUN2007  20JUN2007      1236128445   2           240200100053  2         $174.40             $44.95              .         $17.95    84.50
16           99999999     3940105865  18JUN2007  20JUN2007      1236128456   2           230100500006  2         $16.80              $3.45               .         $6.95     9.90
16           99999999     3940105865  18JUN2007  20JUN2007      1236128456   2           230100600016  2         $154.00             $38.60              .         $17.95    76.80
23           99999999     9260126679  23JUN2007  28JUN2007      1236183578   2           240500100026  2         $110.40             $24.50              .         $12.95    61.40
23           99999999     9260126679  23JUN2007  28JUN2007      1236183578   2           240500200007  3         $28.50              $4.55               .         $6.95     14.85
41           120131       1600101527  27JUN2007  27JUN2007      1236216065   1           240200100118  1         $175.50             $89.55              .         $17.95    85.95
92           121051       9260117676  09JUL2007  09JUL2007      1236349115   1           240200100221  4         $396.00             $49.60              .         $39.60    197.60
92           121051       9260117676  09JUL2007  09JUL2007      1236349115   1           240200200024  2         $250.80             $12.50              .         $25.08    225.80
111          120123       1600102072  12JUL2007  12JUL2007      1236369939   1           240100100365  1         $191.60             $87.40              .         $17.95    104.20
111          120123       1600102072  12JUL2007  12JUL2007      1236369939   1           240100400037  1         $231.00             $113.65             .         $23.10    117.35
70108        99999999     2600100046  23JUL2007  03AUG2007      1236483576   2           240200200071  4         $74.80              $10.00              .         $10.95    34.80
9            99999999     3940106659  11AUG2007  16AUG2007      1236673732   3           230100700008  3         $1,542.60           $250.70             .         $154.26   790.50
9            99999999     3940106659  11AUG2007  16AUG2007      1236673732   3           230100700011  2         $550.20             $113.45             .         $55.02    323.30
70221        99999999     2600100019  13AUG2007  15AUG2007      1236694462   3           240200100056  2         $82.40              $19.90              .         $10.95    42.60
34           121027       9260111379  13AUG2007  13AUG2007      1236701935   1           210200300052  2         $43.80              $11.05              .         $8.95     21.70
183          120136       1600100760  22AUG2007  22AUG2007      1236783056   1           240300200058  2         $183.60             $41.70              .         $17.95    100.20
183          120136       1600100760  22AUG2007  22AUG2007      1236783056   1           240300300090  3         $1,561.80           $237.05             .         $156.18   850.65
215          120170       1600102721  29AUG2007  29AUG2007      1236852196   1           240600100016  1         $55.30              $21.90              .         $8.95     33.40
3959         99999999     8010100151  04SEP2007  05SEP2007      1236923123   3           240100100031  1         $3.70               $1.30               .         $6.95     2.40
70165        99999999     2600100006  09SEP2007  19SEP2007      1236965430   3           240200100050  2         $27.00              $6.65               .         $6.95     13.70
79           99999999     9260101874  28SEP2007  09OCT2007      1237165927   3           240500100057  2         $76.80              $17.10              .         $10.95    42.60
111          120143       1600102072  04OCT2007  04OCT2007      1237218771   1           230100500072  1         $26.10              $11.90              .         $6.95     14.20
195          120124       1600101663  09OCT2007  09OCT2007      1237272696   1           240100400069  2         $186.60             $39.95              .         $17.95    106.70
195          120124       1600101663  09OCT2007  09OCT2007      1237272696   1           240100400142  2         $338.80             $84.85              .         $33.88    169.10
10           121043       9260129395  14OCT2007  14OCT2007      1237327705   1           220100100298  1         $52.90              $26.55              .         $8.95     26.35
10           121043       9260129395  14OCT2007  14OCT2007      1237327705   1           220100100617  1         $37.30              $18.75              .         $8.95     18.55
2618         99999999     8010100125  14OCT2007  19OCT2007      1237331045   3           240100100366  1         $16.30              $7.80               .         $6.95     8.50
41           120145       1600101527  19OCT2007  19OCT2007      1237370327   1           230100600031  1         $88.50              $42.45              .         $10.95    46.05
171          99999999     1600101555  27OCT2007  31OCT2007      1237450174   3           220100800001  2         $77.20              $18.35              .         $10.95    40.50
171          99999999     1600101555  27OCT2007  31OCT2007      1237450174   3           220101400349  1         $11.90              $4.80               .         $6.95     7.10
908          99999999     9050100023  29OCT2007  02NOV2007      1237478988   2           230100200004  1         $99.90              $50.05              .         $12.95    49.85
1100         99999999     9050100008  01NOV2007  03NOV2007      1237507462   2           230100400025  3         $51.00              $6.60               .         $8.95     31.20
1100         99999999     9050100008  01NOV2007  03NOV2007      1237507462   2           230100700009  1         $568.10             $289.95             .         $56.81    278.15
79           121081       9260101874  02NOV2007  02NOV2007      1237517484   1           240400300013  1         $54.30              $22.60              .         $8.95     31.70
65           99999999     3940100176  17NOV2007  23NOV2007      1237664026   3           230100200004  1         $99.90              $50.05              .         $12.95    49.85
10           99999999     9260129395  17NOV2007  22NOV2007      1237670443   2           240800200034  1         $74.80              $34.00              .         $10.95    40.80
53           120190       1600103258  20NOV2007  20NOV2007      1237695520   1           220200100129  3         $240.00             $39.45              .         $24.00    121.65
10           99999999     9260129395  25NOV2007  30NOV2007      1237751376   2           240100400043  1         $279.30             $138.10             .         $27.93    141.20
56           121027       9260111871  29NOV2007  29NOV2007      1237789102   1           210200300007  1         $50.40              $25.30              .         $8.95     25.10
9            99999999     3940106659  03DEC2007  08DEC2007      1237825036   3           240400300039  2         $39.20              $7.90               .         $8.95     23.40
5            121041       9260114570  09DEC2007  09DEC2007      1237890730   1           220101400265  2         $74.20              $16.55              .         $10.95    41.10
5            121041       9260114570  09DEC2007  09DEC2007      1237890730   1           220101400387  4         $50.40              $5.85               .         $8.95     27.00
29           99999999     1600103020  10DEC2007  15DEC2007      1237894107   2           220100700027  2         $119.00             $29.85              .         $12.95    59.30
70187        99999999     2600100035  10DEC2007  15DEC2007      1237894966   2           240200100050  2         $19.98              $6.65               0.30      $6.95     6.68
23           99999999     9260126679  13DEC2007  18DEC2007      1237928021   2           240800100074  3         $949.80             $126.70             .         $94.98    569.70
23           99999999     9260126679  13DEC2007  18DEC2007      1237928021   2           240800200037  3         $164.40             $23.75              .         $17.95    93.15
41           120158       1600101527  18DEC2007  18DEC2007      1237974997   1           240400300013  3         $162.90             $22.60              .         $17.95    95.10
36           99999999     9260128237  19DEC2007  22DEC2007      1237989406   3           230100100018  2         $318.20             $67.40              .         $31.82    183.40
46966        99999999     2600100011  22DEC2007  23DEC2007      1238013821   3           240200200026  3         $312.00             $41.65              .         $31.20    187.05
9            99999999     3940106659  26DEC2007  31DEC2007      1238053337   3           230100700008  1         $514.20             $250.70             .         $51.42    263.50
41           99999999     1600101527  07JAN2008  11JAN2008      1238161695   2           240100100477  2         $17.00              $3.30               .         $6.95     10.40
63           121064       9260125492  07JAN2008  07JAN2008      1238168538   1           230100200073  1         $46.90              $20.20              .         $8.95     26.70
10           121106       9260129395  15JAN2008  15JAN2008      1238231237   1           240700200021  1         $19.60              $10.55              .         $6.95     9.05
88           121039       9260100179  18JAN2008  18JAN2008      1238255107   1           220100100581  1         $38.70              $19.45              .         $8.95     19.25
215          120127       1600102721  21JAN2008  21JAN2008      1238273927   1           220100700022  3         $170.70             $24.10              .         $17.95    98.40
70210        99999999     2600100015  25JAN2008  26JAN2008      1238305578   3           240200100246  1         $16.20              $7.90               .         $6.95     8.30
52           121025       9260116235  26JAN2008  26JAN2008      1238319276   1           240100100305  1         $8.90               $4.10               .         $6.95     4.80
89           121106       9260116551  26JAN2008  26JAN2008      1238319281   1           240700100007  1         $22.85              $9.30               .         $6.95     13.55
111          120127       1600102072  31JAN2008  31JAN2008      1238353296   1           220101300001  2         $67.20              $14.95              .         $10.95    37.30
111          120127       1600102072  31JAN2008  31JAN2008      1238353296   1           220101400138  3         $140.10             $23.45              .         $15.95    69.75
31           121044       9260128428  01FEB2008  01FEB2008      1238367238   1           220100800001  1         $38.60              $18.35              .         $8.95     20.25
19           99999999     3940106547  02FEB2008  07FEB2008      1238370259   3           230100600028  1         $96.70              $48.45              .         $12.95    48.25
41           120151       1600101527  03FEB2008  03FEB2008      1238377562   1           230100600016  2         $154.00             $38.60              .         $17.95    76.80
10           121073       9260129395  04FEB2008  04FEB2008      1238393448   1           230100500094  1         $86.60              $34.10              .         $10.95    52.50
19           99999999     3940106547  09FEB2008  14FEB2008      1238426415   3           230100700011  1         $283.30             $116.85             .         $28.33    166.45
52           121042       9260116235  10FEB2008  10FEB2008      1238440880   1           220100100530  1         $52.20              $26.20              .         $8.95     26.00
50           99999999     3940105781  15FEB2008  16FEB2008      1238474357   2           230100700011  2         $566.60             $116.85             .         $56.66    332.90
71           121054       9260124130  19FEB2008  19FEB2008      1238510159   1           240300200009  1         $48.70              $18.15              .         $8.95     30.55
71           121054       9260124130  19FEB2008  19FEB2008      1238510159   1           240300300024  1         $54.10              $23.00              .         $8.95     31.10
19           99999999     3940106547  25FEB2008  01MAR2008      1238553101   3           240400200091  1         $217.00             $90.40              .         $21.70    126.60
88           121033       9260100179  02MAR2008  02MAR2008      1238605995   1           210201100004  1         $47.90              $20.90              .         $8.95     27.00
88           121023       9260100179  06MAR2008  06MAR2008      1238637449   1           240100400151  1         $419.00             $209.45             .         $41.90    209.55
12           121069       9260103713  07MAR2008  07MAR2008      1238646479   1           230100200043  1         $56.70              $27.25              .         $8.95     29.45
90           121072       9260111614  07MAR2008  07MAR2008      1238646484   1           230100300013  1         $24.80              $5.00               .         $6.95     19.80
53           120121       1600103258  11MAR2008  11MAR2008      1238674844   1           240100100508  1         $48.30              $19.25              .         $8.95     29.05
12           121051       9260103713  11MAR2008  11MAR2008      1238678581   1           240200100181  1         $109.30             $56.60              .         $12.95    52.70
12           121051       9260103713  11MAR2008  11MAR2008      1238678581   1           240200200080  2         $187.60             $9.40               .         $17.95    168.80
10           121044       9260129395  12MAR2008  12MAR2008      1238686430   1           220101400201  1         $40.60              $18.05              .         $8.95     22.55
2806         99999999     8010100089  13MAR2008  17MAR2008      1238696385   2           240100100312  2         $36.20              $7.70               .         $8.95     20.80
53           120127       1600103258  16MAR2008  16MAR2008      1238712056   1           220100100185  1         $97.60              $48.90              .         $12.95    48.70
53           120127       1600103258  16MAR2008  16MAR2008      1238712056   1           220100700002  1         $186.80             $89.10              .         $17.95    97.70
195          120177       1600101663  19MAR2008  19MAR2008      1238735750   1           240700400020  2         $155.60             $40.50              .         $17.95    74.60
928          99999999     9050100016  26MAR2008  30MAR2008      1238797437   2           230100100063  2         $767.80             $176.05             .         $76.78    415.70
52           121024       9260116235  27MAR2008  27MAR2008      1238805678   1           240100100714  1         $92.80              $39.85              .         $12.95    52.95
52           121024       9260116235  27MAR2008  27MAR2008      1238805678   1           240100400006  1         $229.10             $113.25             .         $22.91    115.85
89           121039       9260116551  27MAR2008  27MAR2008      1238805703   1           220101400285  1         $59.40              $27.05              .         $8.95     32.35
14703        99999999     4750100002  28MAR2008  31MAR2008      1238812262   2           220100100309  1         $96.30              $48.25              .         $12.95    48.05
14703        99999999     4750100002  28MAR2008  31MAR2008      1238812262   2           220101400373  1         $51.80              $23.65              .         $8.95     28.15
88           121056       9260100179  01APR2008  01APR2008      1238846184   1           220200100035  1         $62.60              $31.40              .         $10.95    31.20
70187        99999999     2600100035  03APR2008  08APR2008      1238856867   2           220101000002  1         $17.70              $8.00               .         $6.95     9.70
39           121105       9260123099  04APR2008  04APR2008      1238870441   1           240700200007  1         $5.10               $2.20               .         $6.95     2.90
3959         99999999     8010100151  04APR2008  06APR2008      1238872273   3           240100100434  1         $16.40              $8.05               .         $6.95     8.35
89           121042       9260116551  09APR2008  09APR2008      1238910092   1           220100100309  2         $192.60             $48.25              .         $17.95    96.10
89           121042       9260116551  09APR2008  09APR2008      1238910092   1           220101400363  2         $78.00              $16.95              .         $10.95    44.10
215          120172       1600102721  12APR2008  12APR2008      1238928257   1           240600100181  1         $37.40              $16.30              .         $8.95     21.10
29           99999999     1600103020  17APR2008  21APR2008      1238968334   2           220100100025  1         $17.40              $8.80               .         $6.95     8.60
29           99999999     1600103020  19APR2008  23APR2008      1238985782   2           240100100703  1         $79.90              $34.30              .         $10.95    45.60
19           99999999     3940106547  21APR2008  26APR2008      1239003827   3           230100600016  1         $77.00              $38.60              .         $10.95    38.40
70221        99999999     2600100019  23APR2008  25APR2008      1239018454   3           240200100073  1         $22.30              $12.60              .         $6.95     9.70
70221        99999999     2600100019  23APR2008  25APR2008      1239018454   3           240200200068  1         $313.80             $159.15             .         $31.38    154.65
12           121030       9260103713  27APR2008  27APR2008      1239057268   1           210200500006  2         $48.00              $11.95              .         $8.95     24.10
29           99999999     1600103020  12MAY2008  16MAY2008      1239172417   2           240100100148  2         $51.60              $10.95              .         $8.95     29.70
39           99999999     9260123099  12MAY2008  17MAY2008      1239179935   2           240700300002  1         $21.99              $7.25               .         $6.95     14.74
52           121040       9260116235  14MAY2008  14MAY2008      1239194032   1           220100100192  1         $27.40              $13.80              .         $6.95     13.60
90           121020       9260111614  15MAY2008  15MAY2008      1239201604   1           240100400129  3         $712.20             $111.00             .         $71.22    379.20
29           99999999     1600103020  18MAY2008  22MAY2008      1239220388   2           240100100184  1         $190.40             $88.80              .         $17.95    101.60
20           99999999     9260118934  18MAY2008  24MAY2008      1239226632   3           220200100190  3         $190.50             $29.95              .         $17.95    100.65
63           121087       9260125492  21MAY2008  21MAY2008      1239248786   1           240500100015  3         $174.30             $25.80              .         $17.95    96.90
63           121087       9260125492  21MAY2008  21MAY2008      1239248786   1           240500200093  1         $41.70              $19.75              .         $8.95     21.95
41           120152       1600101527  23MAY2008  23MAY2008      1239258470   1           240400200003  1         $6.20               $3.00               .         $6.95     3.20
53           120143       1600103258  24MAY2008  24MAY2008      1239266107   1           230100600038  1         $112.50             $54.95              .         $12.95    57.55
45           121075       9260104847  29MAY2008  29MAY2008      1239312711   1           230100600016  3         $231.00             $38.60              .         $23.10    115.20
45           121075       9260104847  29MAY2008  29MAY2008      1239312711   1           230100700011  3         $849.90             $116.85             .         $84.99    499.35
1100         99999999     9050100008  30MAY2008  01JUN2008      1239320891   2           230100200006  3         $279.30             $46.65              .         $27.93    139.35
52           121037       9260116235  02JUN2008  02JUN2008      1239346133   1           220100100273  3         $116.40             $19.50              .         $12.95    57.90
52           121037       9260116235  02JUN2008  02JUN2008      1239346133   1           220100300042  1         $208.60             $84.35              .         $20.86    124.25
183          120143       1600100760  04JUN2008  04JUN2008      1239353855   1           230100500066  1         $12.70              $6.10               .         $6.95     6.60
89           121105       9260116551  05JUN2008  05JUN2008      1239368476   1           240700100012  3         $65.97              $9.10               .         $10.95    38.67
52           121105       9260116235  10JUN2008  10JUN2008      1239408849   1           240700100017  2         $53.20              $11.40              .         $8.95     30.40
29           99999999     1600103020  11JUN2008  15JUN2008      1239410348   2           220100800071  1         $32.80              $15.70              .         $8.95     17.10
88           121036       9260100179  11JUN2008  11JUN2008      1239416627   1           220100800040  2         $248.20             $59.05              .         $24.82    130.10
195          120127       1600101663  12JUN2008  12JUN2008      1239418524   1           220100100536  2         $408.80             $102.30             .         $40.88    204.20
41           99999999     1600101527  15JUN2008  19JUN2008      1239442095   2           210201000198  2         $120.20             $26.80              .         $15.95    66.60
17023        99999999     2600100021  22JUN2008  27JUN2008      1239498112   3           240200200044  2         $97.80              $19.60              .         $12.95    58.60
90           121040       9260111614  27JUN2008  27JUN2008      1239543223   1           220100100635  2         $172.80             $43.30              .         $17.95    86.20
90           121040       9260111614  27JUN2008  27JUN2008      1239543223   1           220101300012  2         $38.60              $8.75               .         $8.95     21.10
45           121127       9260104847  06JUL2008  06JUL2008      1239615368   1           240800200002  1         $178.88             $71.55              .         $17.95    107.33
88           121040       9260100179  16JUL2008  16JUL2008      1239693951   1           220100900035  2         $83.60              $19.45              .         $10.95    44.70
16           99999999     3940105865  19JUL2008  20JUL2008      1239713046   2           230100500058  4         $66.80              $7.25               .         $10.95    37.80
16           99999999     3940105865  19JUL2008  20JUL2008      1239713046   2           230100500082  2         $252.20             $58.60              .         $25.22    135.00
16           99999999     3940105865  19JUL2008  20JUL2008      1239713046   2           230100600031  2         $177.00             $42.45              .         $17.95    92.10
71           121073       9260124130  21JUL2008  21JUL2008      1239735632   1           230100700009  2         $1,136.20           $289.95             .         $113.62   556.30
13           99999999     3940105189  23JUL2008  28JUL2008      1239744161   2           240400200003  1         $6.20               $3.00               .         $6.95     3.20
13           99999999     3940105189  23JUL2008  28JUL2008      1239744161   2           240400300035  2         $38.20              $7.70               .         $8.95     22.80
60           121036       9260101262  25JUL2008  25JUL2008      1239765451   1           220101400004  2         $211.40             $48.15              .         $21.14    115.10
60           121036       9260101262  25JUL2008  25JUL2008      1239765451   1           220101400148  2         $21.00              $4.75               .         $6.95     11.50
65           99999999     3940100176  28JUL2008  03AUG2008      1239785436   3           230100600031  4         $354.00             $42.45              .         $35.40    184.20
1684         99999999     9050100008  01AUG2008  04AUG2008      1239821232   2           230100500013  2         $18.80              $4.75               .         $6.95     9.30
54655        99999999     2600100013  02AUG2008  05AUG2008      1239823829   2           240200200081  2         $214.60             $10.75              .         $21.46    193.10
12           121090       9260103713  03AUG2008  03AUG2008      1239836937   1           240500100043  2         $52.40              $8.85               .         $8.95     34.70
12           121042       9260103713  08AUG2008  08AUG2008      1239874523   1           220101400047  2         $48.40              $11.10              .         $8.95     26.20
16           99999999     3940105865  16AUG2008  17AUG2008      1239932984   2           220200200079  2         $285.80             $64.85              .         $28.58    156.10
16           99999999     3940105865  16AUG2008  17AUG2008      1239932984   2           220200300129  5         $406.00             $37.05              .         $40.60    220.75
52           120732       9260116235  19AUG2008  19AUG2008      1239962634   1           230100500080  2         $50.00              $12.20              .         $8.95     25.60
53           99999999     1600103258  21AUG2008  23AUG2008      1239972644   2           220101400237  1         $102.90             $46.90              .         $12.95    56.00
90           121060       9260111614  23AUG2008  23AUG2008      1239994933   1           220200300082  3         $213.00             $32.30              .         $21.30    116.10
71           99999999     9260124130  30AUG2008  05SEP2008      1240051245   3           230100100028  1         $250.90             $104.20             .         $25.09    146.70
71           99999999     9260124130  30AUG2008  05SEP2008      1240051245   3           230100200022  3         $359.10             $56.90              .         $35.91    188.40
60           121066       9260101262  31AUG2008  31AUG2008      1240060066   1           230100100062  1         $141.70             $61.00              .         $15.95    80.70
544          99999999     9050100008  10SEP2008  11SEP2008      1240137702   2           230100300023  1         $36.00              $15.00              .         $8.95     21.00
70165        99999999     2600100006  15SEP2008  16SEP2008      1240173354   3           240200100225  2         $306.20             $77.85              .         $30.62    150.50
29           99999999     1600103020  17SEP2008  21SEP2008      1240187143   2           240100400100  1         $154.60             $116.60             .         $17.95    38.00
10           121039       9260129395  18SEP2008  18SEP2008      1240201886   1           220101400339  1         $32.30              $14.75              .         $8.95     17.55
52           121051       9260116235  28SEP2008  28SEP2008      1240283215   1           240200100118  1         $175.50             $89.55              .         $17.95    85.95
52           121051       9260116235  28SEP2008  28SEP2008      1240283215   1           240200100164  2         $112.20             $28.15              .         $12.95    55.90
52           121051       9260116235  28SEP2008  28SEP2008      1240283215   1           240200100227  2         $323.80             $75.90              .         $32.38    172.00
90           121071       9260111614  01OCT2008  01OCT2008      1240306942   1           230100500056  1         $8.00               $3.50               .         $6.95     4.50
90           121071       9260111614  01OCT2008  01OCT2008      1240306942   1           230100600018  1         $64.20              $32.20              .         $10.95    32.00
908          99999999     9050100023  02OCT2008  06OCT2008      1240314947   2           230100600028  1         $96.70              $48.45              .         $12.95    48.25
17           121074       9260123306  02OCT2008  02OCT2008      1240314956   1           230100500094  1         $86.60              $34.10              .         $10.95    52.50
10           121063       9260129395  07OCT2008  07OCT2008      1240355393   1           230100600022  1         $84.10              $42.15              .         $10.95    41.95
63           120733       9260125492  10OCT2008  10OCT2008      1240379679   1           230100200004  1         $99.90              $50.05              .         $12.95    49.85
63           120733       9260125492  10OCT2008  10OCT2008      1240379679   1           230100500077  1         $173.00             $72.75              .         $17.95    100.25
89           121140       9260116551  11OCT2008  11OCT2008      1240387741   1           240800200020  1         $187.20             $85.15              .         $17.95    102.05
183          120153       1600100760  17OCT2008  17OCT2008      1240430921   1           240400200093  1         $155.80             $64.95              .         $17.95    90.85
29           99999999     1600103020  19OCT2008  23OCT2008      1240446608   2           220100100553  1         $35.00              $17.60              .         $8.95     17.40
29           99999999     1600103020  19OCT2008  23OCT2008      1240446608   2           220100700046  2         $305.80             $72.90              .         $30.58    160.00
50           99999999     3940105781  19OCT2008  20OCT2008      1240447572   2           230100200056  1         $270.00             $125.65             .         $27.00    144.35
10           121036       9260129395  20OCT2008  20OCT2008      1240461993   1           220100300020  1         $11.30              $4.55               .         $6.95     6.75
10           121036       9260129395  20OCT2008  20OCT2008      1240461993   1           220100800009  1         $52.50              $24.95              .         $8.95     27.55
10           121036       9260129395  20OCT2008  20OCT2008      1240461993   1           220101400276  1         $68.40              $31.20              .         $10.95    37.20
29           99999999     1600103020  24OCT2008  28OCT2008      1240485814   2           220101400290  1         $74.80              $34.10              .         $10.95    40.70
63           121033       9260125492  26OCT2008  26OCT2008      1240509842   1           210200500007  1         $39.40              $17.80              .         $8.95     21.60
50           99999999     3940105781  27OCT2008  28OCT2008      1240512744   2           240300100046  2         $28.80              $7.05               .         $6.95     14.70
89           121061       9260116551  31OCT2008  31OCT2008      1240549230   1           220200100012  1         $58.70              $28.25              .         $8.95     30.45
19           99999999     3940106547  03NOV2008  08NOV2008      1240568966   3           220200100226  1         $133.20             $66.70              .         $15.95    66.50
215          120192       1600102721  05NOV2008  05NOV2008      1240581932   1           210201000199  3         $124.20             $18.85              .         $15.95    67.65
2788         99999999     9050100001  05NOV2008  07NOV2008      1240588370   2           230100500082  1         $126.10             $58.60              .         $15.95    67.50
16           99999999     3940105865  07NOV2008  08NOV2008      1240599396   2           230100700002  1         $220.00             $135.00             .         $22.00    85.00
16           99999999     3940105865  07NOV2008  08NOV2008      1240599396   2           230100700004  1         $360.00             $199.00             .         $36.00    161.00
63           121071       9260125492  07NOV2008  07NOV2008      1240604971   1           230100600030  1         $86.30              $41.40              .         $10.95    44.90
20           121069       9260118934  08NOV2008  08NOV2008      1240613362   1           230100100017  1         $175.30             $74.95              .         $17.95    100.35
88           121086       9260100179  18NOV2008  18NOV2008      1240692950   1           240500100039  1         $34.50              $15.40              .         $8.95     19.10
544          99999999     9050100008  29NOV2008  30NOV2008      1240782710   2           230100500066  1         $12.70              $6.10               .         $6.95     6.60
544          99999999     9050100008  29NOV2008  30NOV2008      1240782710   2           230100600005  1         $129.80             $63.20              .         $15.95    66.60
544          99999999     9050100008  08DEC2008  09DEC2008      1240856801   2           230100600028  2         $193.40             $48.45              .         $17.95    96.50
544          99999999     9050100008  08DEC2008  09DEC2008      1240856801   2           230100600039  1         $124.70             $59.65              .         $15.95    65.05
1100         99999999     9050100008  10DEC2008  12DEC2008      1240870047   2           230100100015  2         $213.80             $45.50              .         $21.38    122.80
